,StatTime,Total,Date,Time,Month,Day_of_month,weekly_day_index,Week_label,Holiday
309,2019-02-15 21:00:00.000,5,2019-02-15,21:00:00,February,15,4,Friday,True
310,2019-02-15 22:00:00.000,7,2019-02-15,22:00:00,February,15,4,Friday,True
311,2019-02-15 23:00:00.000,12,2019-02-15,23:00:00,February,15,4,Friday,True
312,2019-02-16 00:00:00.000,8,2019-02-16,00:00:00,February,16,5,Saturday,False
313,2019-02-16 01:00:00.000,3,2019-02-16,01:00:00,February,16,5,Saturday,False
314,2019-02-16 02:00:00.000,1,2019-02-16,02:00:00,February,16,5,Saturday,False
315,2019-02-16 03:00:00.000,4,2019-02-16,03:00:00,February,16,5,Saturday,False
316,2019-02-16 04:00:00.000,1,2019-02-16,04:00:00,February,16,5,Saturday,False
317,2019-02-16 06:00:00.000,2,2019-02-16,06:00:00,February,16,5,Saturday,False
318,2019-02-16 13:00:00.000,5,2019-02-16,13:00:00,February,16,5,Saturday,False
319,2019-02-16 14:00:00.000,4,2019-02-16,14:00:00,February,16,5,Saturday,False
320,2019-02-16 15:00:00.000,7,2019-02-16,15:00:00,February,16,5,Saturday,False
321,2019-02-16 16:00:00.000,8,2019-02-16,16:00:00,February,16,5,Saturday,False
322,2019-02-16 17:00:00.000,7,2019-02-16,17:00:00,February,16,5,Saturday,False
323,2019-02-16 18:00:00.000,11,2019-02-16,18:00:00,February,16,5,Saturday,False
324,2019-02-16 19:00:00.000,1,2019-02-16,19:00:00,February,16,5,Saturday,False
325,2019-02-16 20:00:00.000,5,2019-02-16,20:00:00,February,16,5,Saturday,False
326,2019-02-16 21:00:00.000,7,2019-02-16,21:00:00,February,16,5,Saturday,False
327,2019-02-16 22:00:00.000,6,2019-02-16,22:00:00,February,16,5,Saturday,False
328,2019-02-16 23:00:00.000,8,2019-02-16,23:00:00,February,16,5,Saturday,False
329,2019-02-17 00:00:00.000,12,2019-02-17,00:00:00,February,17,6,Sunday,False
330,2019-02-17 01:00:00.000,3,2019-02-17,01:00:00,February,17,6,Sunday,False
331,2019-02-17 02:00:00.000,2,2019-02-17,02:00:00,February,17,6,Sunday,False
332,2019-02-17 05:00:00.000,2,2019-02-17,05:00:00,February,17,6,Sunday,False
333,2019-02-17 09:00:00.000,1,2019-02-17,09:00:00,February,17,6,Sunday,False
334,2019-02-17 12:00:00.000,2,2019-02-17,12:00:00,February,17,6,Sunday,False
335,2019-02-17 14:00:00.000,1,2019-02-17,14:00:00,February,17,6,Sunday,False
336,2019-02-17 15:00:00.000,6,2019-02-17,15:00:00,February,17,6,Sunday,False
337,2019-02-17 16:00:00.000,5,2019-02-17,16:00:00,February,17,6,Sunday,False
338,2019-02-17 17:00:00.000,3,2019-02-17,17:00:00,February,17,6,Sunday,False
339,2019-02-17 18:00:00.000,4,2019-02-17,18:00:00,February,17,6,Sunday,False
340,2019-02-17 19:00:00.000,5,2019-02-17,19:00:00,February,17,6,Sunday,False
341,2019-02-17 20:00:00.000,6,2019-02-17,20:00:00,February,17,6,Sunday,False
342,2019-02-17 21:00:00.000,7,2019-02-17,21:00:00,February,17,6,Sunday,False
343,2019-02-17 22:00:00.000,2,2019-02-17,22:00:00,February,17,6,Sunday,False
344,2019-02-17 23:00:00.000,6,2019-02-17,23:00:00,February,17,6,Sunday,False
345,2019-02-18 01:00:00.000,4,2019-02-18,01:00:00,February,18,0,Monday,True
346,2019-02-18 04:00:00.000,2,2019-02-18,04:00:00,February,18,0,Monday,True
347,2019-02-18 14:00:00.000,1,2019-02-18,14:00:00,February,18,0,Monday,True
348,2019-02-18 15:00:00.000,5,2019-02-18,15:00:00,February,18,0,Monday,True
349,2019-02-18 16:00:00.000,3,2019-02-18,16:00:00,February,18,0,Monday,True
350,2019-02-18 17:00:00.000,1,2019-02-18,17:00:00,February,18,0,Monday,True
351,2019-02-18 18:00:00.000,2,2019-02-18,18:00:00,February,18,0,Monday,True
352,2019-02-18 19:00:00.000,4,2019-02-18,19:00:00,February,18,0,Monday,True
353,2019-02-18 20:00:00.000,2,2019-02-18,20:00:00,February,18,0,Monday,True
354,2019-02-18 21:00:00.000,4,2019-02-18,21:00:00,February,18,0,Monday,True
355,2019-02-18 22:00:00.000,6,2019-02-18,22:00:00,February,18,0,Monday,True
356,2019-02-18 23:00:00.000,7,2019-02-18,23:00:00,February,18,0,Monday,True
357,2019-02-19 00:00:00.000,3,2019-02-19,00:00:00,February,19,1,Tuesday,True
358,2019-02-19 01:00:00.000,1,2019-02-19,01:00:00,February,19,1,Tuesday,True
359,2019-02-19 03:00:00.000,1,2019-02-19,03:00:00,February,19,1,Tuesday,True
360,2019-02-19 04:00:00.000,1,2019-02-19,04:00:00,February,19,1,Tuesday,True
361,2019-02-19 11:00:00.000,1,2019-02-19,11:00:00,February,19,1,Tuesday,True
362,2019-02-19 12:00:00.000,2,2019-02-19,12:00:00,February,19,1,Tuesday,True
363,2019-02-19 13:00:00.000,5,2019-02-19,13:00:00,February,19,1,Tuesday,True
364,2019-02-19 14:00:00.000,4,2019-02-19,14:00:00,February,19,1,Tuesday,True
365,2019-02-19 15:00:00.000,3,2019-02-19,15:00:00,February,19,1,Tuesday,True
366,2019-02-19 16:00:00.000,2,2019-02-19,16:00:00,February,19,1,Tuesday,True
367,2019-02-19 17:00:00.000,3,2019-02-19,17:00:00,February,19,1,Tuesday,True
368,2019-02-19 18:00:00.000,2,2019-02-19,18:00:00,February,19,1,Tuesday,True
369,2019-02-19 19:00:00.000,4,2019-02-19,19:00:00,February,19,1,Tuesday,True
370,2019-02-19 20:00:00.000,3,2019-02-19,20:00:00,February,19,1,Tuesday,True
371,2019-02-19 21:00:00.000,8,2019-02-19,21:00:00,February,19,1,Tuesday,True
372,2019-02-19 22:00:00.000,5,2019-02-19,22:00:00,February,19,1,Tuesday,True
373,2019-02-19 23:00:00.000,6,2019-02-19,23:00:00,February,19,1,Tuesday,True
374,2019-02-20 00:00:00.000,7,2019-02-20,00:00:00,February,20,2,Wednesday,True
375,2019-02-20 01:00:00.000,4,2019-02-20,01:00:00,February,20,2,Wednesday,True
376,2019-02-20 02:00:00.000,1,2019-02-20,02:00:00,February,20,2,Wednesday,True
377,2019-02-20 03:00:00.000,1,2019-02-20,03:00:00,February,20,2,Wednesday,True
378,2019-02-20 07:00:00.000,1,2019-02-20,07:00:00,February,20,2,Wednesday,True
379,2019-02-20 10:00:00.000,2,2019-02-20,10:00:00,February,20,2,Wednesday,True
380,2019-02-20 11:00:00.000,3,2019-02-20,11:00:00,February,20,2,Wednesday,True
381,2019-02-20 12:00:00.000,2,2019-02-20,12:00:00,February,20,2,Wednesday,True
382,2019-02-20 13:00:00.000,9,2019-02-20,13:00:00,February,20,2,Wednesday,True
383,2019-02-20 14:00:00.000,1,2019-02-20,14:00:00,February,20,2,Wednesday,True
384,2019-02-20 15:00:00.000,5,2019-02-20,15:00:00,February,20,2,Wednesday,True
385,2019-02-20 16:00:00.000,1,2019-02-20,16:00:00,February,20,2,Wednesday,True
386,2019-02-20 17:00:00.000,2,2019-02-20,17:00:00,February,20,2,Wednesday,True
387,2019-02-20 18:00:00.000,9,2019-02-20,18:00:00,February,20,2,Wednesday,True
388,2019-02-20 19:00:00.000,2,2019-02-20,19:00:00,February,20,2,Wednesday,True
389,2019-02-20 20:00:00.000,1,2019-02-20,20:00:00,February,20,2,Wednesday,True
390,2019-02-20 21:00:00.000,10,2019-02-20,21:00:00,February,20,2,Wednesday,True
391,2019-02-20 22:00:00.000,5,2019-02-20,22:00:00,February,20,2,Wednesday,True
392,2019-02-20 23:00:00.000,2,2019-02-20,23:00:00,February,20,2,Wednesday,True
393,2019-02-21 00:00:00.000,7,2019-02-21,00:00:00,February,21,3,Thursday,True
394,2019-02-21 01:00:00.000,7,2019-02-21,01:00:00,February,21,3,Thursday,True
395,2019-02-21 03:00:00.000,3,2019-02-21,03:00:00,February,21,3,Thursday,True
396,2019-02-21 04:00:00.000,1,2019-02-21,04:00:00,February,21,3,Thursday,True
397,2019-02-21 05:00:00.000,3,2019-02-21,05:00:00,February,21,3,Thursday,True
398,2019-02-21 11:00:00.000,1,2019-02-21,11:00:00,February,21,3,Thursday,True
399,2019-02-21 14:00:00.000,4,2019-02-21,14:00:00,February,21,3,Thursday,True
400,2019-02-21 15:00:00.000,3,2019-02-21,15:00:00,February,21,3,Thursday,True
401,2019-02-21 16:00:00.000,7,2019-02-21,16:00:00,February,21,3,Thursday,True
402,2019-02-21 17:00:00.000,5,2019-02-21,17:00:00,February,21,3,Thursday,True
403,2019-02-21 18:00:00.000,4,2019-02-21,18:00:00,February,21,3,Thursday,True
404,2019-02-21 19:00:00.000,6,2019-02-21,19:00:00,February,21,3,Thursday,True
405,2019-02-21 20:00:00.000,1,2019-02-21,20:00:00,February,21,3,Thursday,True
406,2019-02-21 21:00:00.000,8,2019-02-21,21:00:00,February,21,3,Thursday,True
407,2019-02-21 22:00:00.000,5,2019-02-21,22:00:00,February,21,3,Thursday,True
408,2019-02-21 23:00:00.000,7,2019-02-21,23:00:00,February,21,3,Thursday,True
409,2019-02-22 00:00:00.000,13,2019-02-22,00:00:00,February,22,4,Friday,True
410,2019-02-22 01:00:00.000,3,2019-02-22,01:00:00,February,22,4,Friday,True
411,2019-02-22 02:00:00.000,3,2019-02-22,02:00:00,February,22,4,Friday,True
412,2019-02-22 03:00:00.000,2,2019-02-22,03:00:00,February,22,4,Friday,True
413,2019-02-22 04:00:00.000,3,2019-02-22,04:00:00,February,22,4,Friday,True
414,2019-02-22 11:00:00.000,2,2019-02-22,11:00:00,February,22,4,Friday,True
415,2019-02-22 12:00:00.000,2,2019-02-22,12:00:00,February,22,4,Friday,True
416,2019-02-22 13:00:00.000,6,2019-02-22,13:00:00,February,22,4,Friday,True
417,2019-02-22 14:00:00.000,1,2019-02-22,14:00:00,February,22,4,Friday,True
418,2019-02-22 15:00:00.000,7,2019-02-22,15:00:00,February,22,4,Friday,True
419,2019-02-22 16:00:00.000,6,2019-02-22,16:00:00,February,22,4,Friday,True
420,2019-02-22 17:00:00.000,5,2019-02-22,17:00:00,February,22,4,Friday,True
421,2019-02-22 18:00:00.000,4,2019-02-22,18:00:00,February,22,4,Friday,True
422,2019-02-22 19:00:00.000,14,2019-02-22,19:00:00,February,22,4,Friday,True
423,2019-02-22 20:00:00.000,4,2019-02-22,20:00:00,February,22,4,Friday,True
424,2019-02-22 21:00:00.000,12,2019-02-22,21:00:00,February,22,4,Friday,True
425,2019-02-22 22:00:00.000,8,2019-02-22,22:00:00,February,22,4,Friday,True
426,2019-02-22 23:00:00.000,11,2019-02-22,23:00:00,February,22,4,Friday,True
427,2019-02-23 00:00:00.000,3,2019-02-23,00:00:00,February,23,5,Saturday,False
428,2019-02-23 01:00:00.000,3,2019-02-23,01:00:00,February,23,5,Saturday,False
429,2019-02-23 02:00:00.000,1,2019-02-23,02:00:00,February,23,5,Saturday,False
430,2019-02-23 03:00:00.000,2,2019-02-23,03:00:00,February,23,5,Saturday,False
431,2019-02-23 04:00:00.000,2,2019-02-23,04:00:00,February,23,5,Saturday,False
432,2019-02-23 06:00:00.000,1,2019-02-23,06:00:00,February,23,5,Saturday,False
433,2019-02-23 07:00:00.000,1,2019-02-23,07:00:00,February,23,5,Saturday,False
434,2019-02-23 11:00:00.000,1,2019-02-23,11:00:00,February,23,5,Saturday,False
435,2019-02-23 13:00:00.000,2,2019-02-23,13:00:00,February,23,5,Saturday,False
436,2019-02-23 14:00:00.000,12,2019-02-23,14:00:00,February,23,5,Saturday,False
437,2019-02-23 15:00:00.000,3,2019-02-23,15:00:00,February,23,5,Saturday,False
438,2019-02-23 16:00:00.000,13,2019-02-23,16:00:00,February,23,5,Saturday,False
439,2019-02-23 17:00:00.000,7,2019-02-23,17:00:00,February,23,5,Saturday,False
440,2019-02-23 18:00:00.000,6,2019-02-23,18:00:00,February,23,5,Saturday,False
441,2019-02-23 19:00:00.000,10,2019-02-23,19:00:00,February,23,5,Saturday,False
442,2019-02-23 20:00:00.000,11,2019-02-23,20:00:00,February,23,5,Saturday,False
443,2019-02-23 21:00:00.000,6,2019-02-23,21:00:00,February,23,5,Saturday,False
444,2019-02-23 22:00:00.000,14,2019-02-23,22:00:00,February,23,5,Saturday,False
445,2019-02-23 23:00:00.000,5,2019-02-23,23:00:00,February,23,5,Saturday,False
446,2019-02-24 00:00:00.000,6,2019-02-24,00:00:00,February,24,6,Sunday,False
447,2019-02-24 01:00:00.000,3,2019-02-24,01:00:00,February,24,6,Sunday,False
448,2019-02-24 02:00:00.000,1,2019-02-24,02:00:00,February,24,6,Sunday,False
449,2019-02-24 04:00:00.000,1,2019-02-24,04:00:00,February,24,6,Sunday,False
450,2019-02-24 11:00:00.000,3,2019-02-24,11:00:00,February,24,6,Sunday,False
451,2019-02-24 12:00:00.000,1,2019-02-24,12:00:00,February,24,6,Sunday,False
452,2019-02-24 13:00:00.000,1,2019-02-24,13:00:00,February,24,6,Sunday,False
453,2019-02-24 14:00:00.000,2,2019-02-24,14:00:00,February,24,6,Sunday,False
454,2019-02-24 15:00:00.000,7,2019-02-24,15:00:00,February,24,6,Sunday,False
455,2019-02-24 16:00:00.000,5,2019-02-24,16:00:00,February,24,6,Sunday,False
456,2019-02-24 17:00:00.000,1,2019-02-24,17:00:00,February,24,6,Sunday,False
457,2019-02-24 18:00:00.000,2,2019-02-24,18:00:00,February,24,6,Sunday,False
458,2019-02-24 19:00:00.000,3,2019-02-24,19:00:00,February,24,6,Sunday,False
459,2019-02-24 20:00:00.000,3,2019-02-24,20:00:00,February,24,6,Sunday,False
460,2019-02-24 21:00:00.000,3,2019-02-24,21:00:00,February,24,6,Sunday,False
461,2019-02-24 22:00:00.000,4,2019-02-24,22:00:00,February,24,6,Sunday,False
462,2019-02-25 00:00:00.000,3,2019-02-25,00:00:00,February,25,0,Monday,True
463,2019-02-25 01:00:00.000,6,2019-02-25,01:00:00,February,25,0,Monday,True
464,2019-02-25 11:00:00.000,1,2019-02-25,11:00:00,February,25,0,Monday,True
465,2019-02-25 12:00:00.000,2,2019-02-25,12:00:00,February,25,0,Monday,True
466,2019-02-25 13:00:00.000,1,2019-02-25,13:00:00,February,25,0,Monday,True
467,2019-02-25 14:00:00.000,5,2019-02-25,14:00:00,February,25,0,Monday,True
468,2019-02-25 15:00:00.000,9,2019-02-25,15:00:00,February,25,0,Monday,True
469,2019-02-25 16:00:00.000,4,2019-02-25,16:00:00,February,25,0,Monday,True
470,2019-02-25 17:00:00.000,5,2019-02-25,17:00:00,February,25,0,Monday,True
471,2019-02-25 18:00:00.000,4,2019-02-25,18:00:00,February,25,0,Monday,True
472,2019-02-25 19:00:00.000,6,2019-02-25,19:00:00,February,25,0,Monday,True
473,2019-02-25 20:00:00.000,4,2019-02-25,20:00:00,February,25,0,Monday,True
474,2019-02-25 21:00:00.000,8,2019-02-25,21:00:00,February,25,0,Monday,True
475,2019-02-25 22:00:00.000,9,2019-02-25,22:00:00,February,25,0,Monday,True
476,2019-02-25 23:00:00.000,2,2019-02-25,23:00:00,February,25,0,Monday,True
477,2019-02-26 00:00:00.000,10,2019-02-26,00:00:00,February,26,1,Tuesday,True
478,2019-02-26 01:00:00.000,2,2019-02-26,01:00:00,February,26,1,Tuesday,True
479,2019-02-26 02:00:00.000,2,2019-02-26,02:00:00,February,26,1,Tuesday,True
480,2019-02-26 03:00:00.000,1,2019-02-26,03:00:00,February,26,1,Tuesday,True
481,2019-02-26 05:00:00.000,1,2019-02-26,05:00:00,February,26,1,Tuesday,True
482,2019-02-26 06:00:00.000,1,2019-02-26,06:00:00,February,26,1,Tuesday,True
483,2019-02-26 11:00:00.000,2,2019-02-26,11:00:00,February,26,1,Tuesday,True
484,2019-02-26 12:00:00.000,3,2019-02-26,12:00:00,February,26,1,Tuesday,True
485,2019-02-26 13:00:00.000,2,2019-02-26,13:00:00,February,26,1,Tuesday,True
486,2019-02-26 15:00:00.000,13,2019-02-26,15:00:00,February,26,1,Tuesday,True
487,2019-02-26 16:00:00.000,6,2019-02-26,16:00:00,February,26,1,Tuesday,True
488,2019-02-26 17:00:00.000,3,2019-02-26,17:00:00,February,26,1,Tuesday,True
489,2019-02-26 18:00:00.000,7,2019-02-26,18:00:00,February,26,1,Tuesday,True
490,2019-02-26 19:00:00.000,6,2019-02-26,19:00:00,February,26,1,Tuesday,True
491,2019-02-26 20:00:00.000,1,2019-02-26,20:00:00,February,26,1,Tuesday,True
492,2019-02-26 21:00:00.000,5,2019-02-26,21:00:00,February,26,1,Tuesday,True
493,2019-02-26 22:00:00.000,6,2019-02-26,22:00:00,February,26,1,Tuesday,True
494,2019-02-26 23:00:00.000,9,2019-02-26,23:00:00,February,26,1,Tuesday,True
495,2019-02-27 00:00:00.000,11,2019-02-27,00:00:00,February,27,2,Wednesday,True
496,2019-02-27 01:00:00.000,2,2019-02-27,01:00:00,February,27,2,Wednesday,True
497,2019-02-27 02:00:00.000,1,2019-02-27,02:00:00,February,27,2,Wednesday,True
498,2019-02-27 03:00:00.000,3,2019-02-27,03:00:00,February,27,2,Wednesday,True
499,2019-02-27 10:00:00.000,1,2019-02-27,10:00:00,February,27,2,Wednesday,True
500,2019-02-27 11:00:00.000,1,2019-02-27,11:00:00,February,27,2,Wednesday,True
501,2019-02-27 12:00:00.000,2,2019-02-27,12:00:00,February,27,2,Wednesday,True
502,2019-02-27 13:00:00.000,5,2019-02-27,13:00:00,February,27,2,Wednesday,True
503,2019-02-27 14:00:00.000,1,2019-02-27,14:00:00,February,27,2,Wednesday,True
504,2019-02-27 15:00:00.000,2,2019-02-27,15:00:00,February,27,2,Wednesday,True
505,2019-02-27 16:00:00.000,2,2019-02-27,16:00:00,February,27,2,Wednesday,True
506,2019-02-27 17:00:00.000,6,2019-02-27,17:00:00,February,27,2,Wednesday,True
507,2019-02-27 18:00:00.000,1,2019-02-27,18:00:00,February,27,2,Wednesday,True
508,2019-02-27 19:00:00.000,3,2019-02-27,19:00:00,February,27,2,Wednesday,True
509,2019-02-27 20:00:00.000,10,2019-02-27,20:00:00,February,27,2,Wednesday,True
510,2019-02-27 21:00:00.000,5,2019-02-27,21:00:00,February,27,2,Wednesday,True
511,2019-02-27 22:00:00.000,13,2019-02-27,22:00:00,February,27,2,Wednesday,True
512,2019-02-27 23:00:00.000,5,2019-02-27,23:00:00,February,27,2,Wednesday,True
513,2019-02-28 00:00:00.000,8,2019-02-28,00:00:00,February,28,3,Thursday,True
514,2019-02-28 01:00:00.000,2,2019-02-28,01:00:00,February,28,3,Thursday,True
515,2019-02-28 03:00:00.000,2,2019-02-28,03:00:00,February,28,3,Thursday,True
516,2019-02-28 04:00:00.000,1,2019-02-28,04:00:00,February,28,3,Thursday,True
517,2019-02-28 08:00:00.000,1,2019-02-28,08:00:00,February,28,3,Thursday,True
518,2019-02-28 10:00:00.000,1,2019-02-28,10:00:00,February,28,3,Thursday,True
519,2019-02-28 11:00:00.000,4,2019-02-28,11:00:00,February,28,3,Thursday,True
520,2019-02-28 12:00:00.000,4,2019-02-28,12:00:00,February,28,3,Thursday,True
521,2019-02-28 13:00:00.000,7,2019-02-28,13:00:00,February,28,3,Thursday,True
522,2019-02-28 14:00:00.000,11,2019-02-28,14:00:00,February,28,3,Thursday,True
523,2019-02-28 15:00:00.000,6,2019-02-28,15:00:00,February,28,3,Thursday,True
524,2019-02-28 16:00:00.000,3,2019-02-28,16:00:00,February,28,3,Thursday,True
525,2019-02-28 17:00:00.000,4,2019-02-28,17:00:00,February,28,3,Thursday,True
526,2019-02-28 18:00:00.000,1,2019-02-28,18:00:00,February,28,3,Thursday,True
527,2019-02-28 19:00:00.000,3,2019-02-28,19:00:00,February,28,3,Thursday,True
528,2019-02-28 20:00:00.000,15,2019-02-28,20:00:00,February,28,3,Thursday,True
529,2019-02-28 21:00:00.000,10,2019-02-28,21:00:00,February,28,3,Thursday,True
530,2019-02-28 22:00:00.000,7,2019-02-28,22:00:00,February,28,3,Thursday,True
531,2019-02-28 23:00:00.000,9,2019-02-28,23:00:00,February,28,3,Thursday,True
532,2019-03-01 00:00:00.000,9,2019-03-01,00:00:00,March,1,4,Friday,True
533,2019-03-01 01:00:00.000,4,2019-03-01,01:00:00,March,1,4,Friday,True
534,2019-03-01 02:00:00.000,1,2019-03-01,02:00:00,March,1,4,Friday,True
535,2019-03-01 03:00:00.000,1,2019-03-01,03:00:00,March,1,4,Friday,True
536,2019-03-01 05:00:00.000,1,2019-03-01,05:00:00,March,1,4,Friday,True
537,2019-03-01 10:00:00.000,1,2019-03-01,10:00:00,March,1,4,Friday,True
538,2019-03-01 11:00:00.000,3,2019-03-01,11:00:00,March,1,4,Friday,True
539,2019-03-01 12:00:00.000,9,2019-03-01,12:00:00,March,1,4,Friday,True
540,2019-03-01 13:00:00.000,8,2019-03-01,13:00:00,March,1,4,Friday,True
541,2019-03-01 14:00:00.000,15,2019-03-01,14:00:00,March,1,4,Friday,True
542,2019-03-01 15:00:00.000,9,2019-03-01,15:00:00,March,1,4,Friday,True
543,2019-03-01 16:00:00.000,8,2019-03-01,16:00:00,March,1,4,Friday,True
544,2019-03-01 17:00:00.000,11,2019-03-01,17:00:00,March,1,4,Friday,True
545,2019-03-01 18:00:00.000,11,2019-03-01,18:00:00,March,1,4,Friday,True
546,2019-03-01 19:00:00.000,4,2019-03-01,19:00:00,March,1,4,Friday,True
547,2019-03-01 20:00:00.000,6,2019-03-01,20:00:00,March,1,4,Friday,True
548,2019-03-02 00:00:00.000,1,2019-03-02,00:00:00,March,2,5,Saturday,False
549,2019-03-02 01:00:00.000,4,2019-03-02,01:00:00,March,2,5,Saturday,False
550,2019-03-02 04:00:00.000,1,2019-03-02,04:00:00,March,2,5,Saturday,False
551,2019-03-02 05:00:00.000,1,2019-03-02,05:00:00,March,2,5,Saturday,False
552,2019-03-02 07:00:00.000,1,2019-03-02,07:00:00,March,2,5,Saturday,False
553,2019-03-02 10:00:00.000,1,2019-03-02,10:00:00,March,2,5,Saturday,False
554,2019-03-02 11:00:00.000,2,2019-03-02,11:00:00,March,2,5,Saturday,False
555,2019-03-02 12:00:00.000,2,2019-03-02,12:00:00,March,2,5,Saturday,False
556,2019-03-02 13:00:00.000,3,2019-03-02,13:00:00,March,2,5,Saturday,False
557,2019-03-02 14:00:00.000,9,2019-03-02,14:00:00,March,2,5,Saturday,False
558,2019-03-02 15:00:00.000,9,2019-03-02,15:00:00,March,2,5,Saturday,False
559,2019-03-02 16:00:00.000,6,2019-03-02,16:00:00,March,2,5,Saturday,False
560,2019-03-02 17:00:00.000,7,2019-03-02,17:00:00,March,2,5,Saturday,False
561,2019-03-02 18:00:00.000,7,2019-03-02,18:00:00,March,2,5,Saturday,False
562,2019-03-02 19:00:00.000,11,2019-03-02,19:00:00,March,2,5,Saturday,False
563,2019-03-02 20:00:00.000,5,2019-03-02,20:00:00,March,2,5,Saturday,False
564,2019-03-02 21:00:00.000,11,2019-03-02,21:00:00,March,2,5,Saturday,False
565,2019-03-02 22:00:00.000,5,2019-03-02,22:00:00,March,2,5,Saturday,False
566,2019-03-02 23:00:00.000,6,2019-03-02,23:00:00,March,2,5,Saturday,False
567,2019-03-03 00:00:00.000,4,2019-03-03,00:00:00,March,3,6,Sunday,False
568,2019-03-03 02:00:00.000,1,2019-03-03,02:00:00,March,3,6,Sunday,False
569,2019-03-03 03:00:00.000,3,2019-03-03,03:00:00,March,3,6,Sunday,False
570,2019-03-03 05:00:00.000,1,2019-03-03,05:00:00,March,3,6,Sunday,False
571,2019-03-03 10:00:00.000,1,2019-03-03,10:00:00,March,3,6,Sunday,False
572,2019-03-03 12:00:00.000,2,2019-03-03,12:00:00,March,3,6,Sunday,False
573,2019-03-03 13:00:00.000,1,2019-03-03,13:00:00,March,3,6,Sunday,False
574,2019-03-03 14:00:00.000,5,2019-03-03,14:00:00,March,3,6,Sunday,False
575,2019-03-03 15:00:00.000,8,2019-03-03,15:00:00,March,3,6,Sunday,False
576,2019-03-03 17:00:00.000,6,2019-03-03,17:00:00,March,3,6,Sunday,False
577,2019-03-03 18:00:00.000,6,2019-03-03,18:00:00,March,3,6,Sunday,False
578,2019-03-03 19:00:00.000,8,2019-03-03,19:00:00,March,3,6,Sunday,False
579,2019-03-03 20:00:00.000,3,2019-03-03,20:00:00,March,3,6,Sunday,False
580,2019-03-03 21:00:00.000,5,2019-03-03,21:00:00,March,3,6,Sunday,False
581,2019-03-03 22:00:00.000,3,2019-03-03,22:00:00,March,3,6,Sunday,False
582,2019-03-03 23:00:00.000,5,2019-03-03,23:00:00,March,3,6,Sunday,False
583,2019-03-04 00:00:00.000,1,2019-03-04,00:00:00,March,4,0,Monday,True
584,2019-03-04 01:00:00.000,3,2019-03-04,01:00:00,March,4,0,Monday,True
585,2019-03-04 02:00:00.000,1,2019-03-04,02:00:00,March,4,0,Monday,True
586,2019-03-04 03:00:00.000,1,2019-03-04,03:00:00,March,4,0,Monday,True
587,2019-03-04 11:00:00.000,2,2019-03-04,11:00:00,March,4,0,Monday,True
588,2019-03-04 13:00:00.000,5,2019-03-04,13:00:00,March,4,0,Monday,True
589,2019-03-04 14:00:00.000,3,2019-03-04,14:00:00,March,4,0,Monday,True
590,2019-03-04 15:00:00.000,4,2019-03-04,15:00:00,March,4,0,Monday,True
591,2019-03-04 16:00:00.000,7,2019-03-04,16:00:00,March,4,0,Monday,True
592,2019-03-04 17:00:00.000,11,2019-03-04,17:00:00,March,4,0,Monday,True
593,2019-03-04 18:00:00.000,4,2019-03-04,18:00:00,March,4,0,Monday,True
594,2019-03-04 19:00:00.000,5,2019-03-04,19:00:00,March,4,0,Monday,True
595,2019-03-04 20:00:00.000,8,2019-03-04,20:00:00,March,4,0,Monday,True
596,2019-03-04 21:00:00.000,9,2019-03-04,21:00:00,March,4,0,Monday,True
597,2019-03-04 22:00:00.000,3,2019-03-04,22:00:00,March,4,0,Monday,True
598,2019-03-04 23:00:00.000,6,2019-03-04,23:00:00,March,4,0,Monday,True
599,2019-03-05 00:00:00.000,7,2019-03-05,00:00:00,March,5,1,Tuesday,True
600,2019-03-05 01:00:00.000,1,2019-03-05,01:00:00,March,5,1,Tuesday,True
601,2019-03-05 02:00:00.000,2,2019-03-05,02:00:00,March,5,1,Tuesday,True
602,2019-03-05 03:00:00.000,1,2019-03-05,03:00:00,March,5,1,Tuesday,True
603,2019-03-05 12:00:00.000,1,2019-03-05,12:00:00,March,5,1,Tuesday,True
604,2019-03-05 13:00:00.000,4,2019-03-05,13:00:00,March,5,1,Tuesday,True
605,2019-03-05 14:00:00.000,4,2019-03-05,14:00:00,March,5,1,Tuesday,True
606,2019-03-05 15:00:00.000,7,2019-03-05,15:00:00,March,5,1,Tuesday,True
607,2019-03-05 16:00:00.000,1,2019-03-05,16:00:00,March,5,1,Tuesday,True
608,2019-03-05 17:00:00.000,4,2019-03-05,17:00:00,March,5,1,Tuesday,True
609,2019-03-05 18:00:00.000,1,2019-03-05,18:00:00,March,5,1,Tuesday,True
610,2019-03-05 19:00:00.000,3,2019-03-05,19:00:00,March,5,1,Tuesday,True
611,2019-03-05 21:00:00.000,6,2019-03-05,21:00:00,March,5,1,Tuesday,True
612,2019-03-05 22:00:00.000,7,2019-03-05,22:00:00,March,5,1,Tuesday,True
613,2019-03-05 23:00:00.000,7,2019-03-05,23:00:00,March,5,1,Tuesday,True
614,2019-03-06 00:00:00.000,3,2019-03-06,00:00:00,March,6,2,Wednesday,True
615,2019-03-06 01:00:00.000,3,2019-03-06,01:00:00,March,6,2,Wednesday,True
616,2019-03-06 02:00:00.000,1,2019-03-06,02:00:00,March,6,2,Wednesday,True
617,2019-03-06 03:00:00.000,2,2019-03-06,03:00:00,March,6,2,Wednesday,True
